ID,Username,CreateDate,Biased,Keyword,Text,Predicted
1441465674950266881,ElvisFever,2021-09-24 14:12:52+00:00,0,Israel,�Rashida is a bigot and a liar. Period.� Rashida Tlaib gets fact-DROPPED over and over and over again for insisting Israel is an apartheid state (period) https://t.co/mIUVmJVpmg,1
1634974967719944193,SidewalkSf,2023-03-12 17:49:43+00:00,0,Israel,Palestinian journalist Laila Ouda has been fired by France 24 for supporting her people's cause and exposing Israel's crimes and violations of international law. https://t.co/hnSMOUa4sL,1
1392253071036661760,hyunjinemaboy,2021-05-11 22:59:33+00:00,0,Israel,#israel is the real terrorist https://t.co/LgIqyRn946,1
1140152233386004486,cfcantisemitism,2019-06-16 07:00:50+00:00,0,ZioNazi,Aliya Hasan: Israel�s flag is �so offensive�; �intolerant form of Zionazism� #Canada #Delegitimization  https://t.co/wtIrTJJR3c https://t.co/hoJnBaBaV2,1
1646900288861917184,uri4u,2023-04-14 15:36:41+00:00,0,Israel,"Its funny how people who claim Israel is ""apartheid"", are perfectly ok with the concept of a Judenrein Palestinian State. https://t.co/I2zPNCosT5",1
1206420081980452864,ashleyblair21,2019-12-16 03:45:36+00:00,0,ZioNazi,@Ibutterfly34 @SamSlamDunkIAm @BernieSanders Another one called me a zionazi bitch they?re lovely,1
1515080717763493894,hamidrahman13,2022-04-15 21:32:46+00:00,0,Israel,Strongly condemn the attack by Israeli occupation forces on Al Aqsa mosque during Friday prayers in month of Ramazan. Al Aqsa mosque is the third holiest site for Muslims &amp; today Muslims across the world feel this hurt deeply. \nhttps://t.co/N6uFZfMYaY,1
1279877199588401156,DanHaydon3,2020-07-05 20:37:58+00:00,0,Jews,"@SethDillon �If the Holocaust was real, then where are all of the Jews that were murdered and why have they not come forward?�",1
1441384274024824839,joseph_less,2021-09-24 08:49:25+00:00,0,Israel,Tlaib Draws Bipartisan Fire After Calling Israel �Apartheid� State; House Votes to Fund Iron Dome https://t.co/ZXLwvrHDV2,1
1218592289422864384,kak0phony,2020-01-18 17:53:36+00:00,0,Israel,"At only 6 years old, Bernard Sanders founded the state of Israel. https://t.co/Cn1eUm036F",1
1211121635035697160,plivecalmest,2019-12-29 03:07:54+00:00,0,Kikes,? I bet #TIL The media's biased view of kikes (citation needed) should have been a great A E S T H E T I C rawr xd Bad ? ?? ?? ?? ? ?? ?? ?? ?? ? ?? ??,1
1247148074474110976,troybison,2020-04-06 13:04:06+00:00,0,ZioNazi,"List of ""ZioNazis"" &amp; Keir #Starmer as ""Star-of-David-Mer"" ??\n#LabourAntisemitism https://t.co/cSHeTevibd",1
