ID,Username,CreateDate,Biased,Keyword,Text,Predicted
1392122661749379072,SufiView,2021-05-11 14:21:21+00:00,1,Israel,RT @NawazSharifMNS: The world has been criminally negligent to the plight of Palestinians for too long. Israel targeting children &amp; unarmed civilians is terrorism at its worst. I strongly condemn this brutality in Al Aqsa Mosque &amp; Gaza. My heart goes out to the victims. The world must act &amp; act NOW https://t.co/wR5NHgvRZI,1
1393595616089890816,Akulnunofurbus,2021-05-15 15:54:21+00:00,1,Israel,"RT @RashidaTlaib: Israel targeting media sources is so the world can't see Israel's war crimes led by the apartheid-in-chief Netanyahu.  It's so the world can't see the killing of babies, children and their parents.  It's so the world can't see Palestinians being massacred. https://t.co/AvDp3IuxUA",1
1199923096725204992,plive_calmer,2019-11-28 05:28:54+00:00,1,Kikes,?? Please Retweet: #MAGA The limit of kikes unfortunately is very unlikely rawr xd Rad . ?? ?? ?? ?? ?? ?? 8? ?? ?? ?? ?? ??,1
1511343677578391560,Shaz_Shazdee,2022-04-05 14:03:06+00:00,1,Israel,"The true israel, the most fascist entity that uses all means to continue forcing ethnic cleansing of the native Palestinians https://t.co/PPDcrFR7q9",1
1133083019206692864,crustycobs,2019-05-27 18:50:18+00:00,1,ZioNazi,Trump who won't actually get his gun + fight a war is under the control of ZioNazi Schill Bolton.\nWar with Iran would make the Iraq War look like a cakewalk https://t.co/ebYCEJQ8cZ via @YouTube,1
1126621834009563136,kkuoeuntrc,2019-05-09 22:55:51+00:00,1,Kikes,@GiladAtzmon @TOOEdit Kikes are absolutely filthy,1
1195885491473862656,plive_calmer,2019-11-17 02:04:54+00:00,1,Kikes,??   #lol The media's love affair with kikes perhaps is indicative of the alt-right ? Fad :) ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ??,1
1397848144071647234,username_wan,2021-05-27 09:32:22+00:00,1,Jews,"@1Cindi1 @AntiIsr44522351 @MikeMoc4 @IDF That land (Palestine) used to be a shared land between, Muslim, jews and Christian. They live in peace and harmony. Until the so called �zionisme movement� came to the land and corrupt the land. Even the natives jews not accept this fake country (israel)",1
1436844372369317889,eyad48819516,2021-09-11 20:09:28+00:00,1,Israel,"#AIPAC, Israel has been striking the Gaza Strip since the ceasefire last May. Many innocent people have been killed, including 12 children. Why are you keeping quiet about this? #ThisIsIsrael #IsraeliTerrorism #Israeliwarcrimes #BDS #IsraeliApartheid  #swilkinsonbc #SaveIsraa",1
1342880235952492545,ziikoouu,2020-12-26 17:09:32+00:00,1,Israel,"@TokyoTom2020 @MarxistBastard @lund_bear You�re so manipulated by the media and don�t know what you�re talking about. Context? 70 years of being bombed, killed and raped by Israel while taking everything they have. And when Palestine retaliate in the slightest, they�re �evil�.",1
1618851605679595520,Navarraise,2023-01-27 06:01:14+00:00,1,Jews,"Hundreds of Anti-zionist Orthodox Jews #protest tonight, outside the #Zionist consulate in New York City, and condemn the Zionist bloody massacre today in #Jenin, where the Zionist occupation forces murdered nine Palestinians https://t.co/BnWtaSJrYq",1
1519726997949276163,syedanoor51214,2022-04-28 17:15:26+00:00,1,Israel,Palestine will be free soon Insha�Allah!\nIsrael and its allies will vanish from this globe.\n!!\n#???_???????\n\n'Stand With Palestine'\n'Stand With Yemen�,1
1390834897342902282,ShabibRizvi,2021-05-08 01:04:14+00:00,1,Jews,"@michaeldickson @zarahsultana Oh Really Michael, So Hitler killing Jews were legal or political? World knows Israel occupied Palestinian land, killing innocent is condemnable but Palestinian lives also matters!",1
1103004400258371588,RifkinRatFink,2019-03-05 18:48:36+00:00,1,Kikes,RT @USSLibincident: Ethno nationalism is only considered ok when kikes do it. https://t.co/bbwr7zFNlN,1
